,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_basement,new_house,week,month,year,season,status,Sell Price,Profit
82,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1,1,30,7,2014,summer,Buy,559000.0,129000.0
84,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,910,1946,1991,98040,47.5873,-122.249,1,1,37,9,2014,fall,Not Buy,0.0,0.0
85,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,0,1967,0,98032,47.3576,-122.277,0,0,14,3,2015,spring,Buy,272250.0,24750.0
86,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,0,1975,0,98023,47.3036,-122.378,0,0,37,9,2014,fall,Not Buy,0.0,0.0
87,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,800,1910,0,98102,47.6415,-122.315,1,1,24,6,2014,summer,Not Buy,0.0,0.0
88,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,540,1929,0,98117,47.6775,-122.372,1,1,44,10,2014,fall,Not Buy,0.0,0.0
89,2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,0,1950,2010,98004,47.5814,-122.196,0,1,41,10,2014,fall,Not Buy,0.0,0.0
90,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,880,1978,0,98058,47.4431,-122.133,1,0,14,4,2015,spring,Not Buy,0.0,0.0
91,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,500,1939,0,98117,47.6878,-122.38,1,1,21,5,2014,spring,Not Buy,0.0,0.0
92,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,0,1985,0,98198,47.3813,-122.322,0,0,30,7,2014,summer,Not Buy,0.0,0.0
93,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,0,1942,0,98052,47.6417,-122.109,0,1,35,8,2014,summer,Not Buy,0.0,0.0
94,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,0,1984,0,98027,47.5386,-122.053,0,0,30,7,2014,summer,Not Buy,0.0,0.0
95,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,560,1905,0,98103,47.6823,-122.349,1,1,10,3,2015,spring,Not Buy,0.0,0.0
96,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,380,1980,0,98038,47.3624,-122.031,1,0,38,9,2014,fall,Not Buy,0.0,0.0
97,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1000,1971,0,98108,47.5474,-122.295,1,0,48,11,2014,fall,Buy,362945.00000000006,32995.00000000006
98,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,710,2001,0,98001,47.3183,-122.253,1,0,44,10,2014,fall,Not Buy,0.0,0.0
99,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,1600,1900,1999,98117,47.6981,-122.368,1,1,47,11,2014,fall,Not Buy,0.0,0.0
100,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,0,2010,0,98103,47.6824,-122.347,0,0,26,6,2014,summer,Buy,570350.0,51850.0
101,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,0,1945,0,98178,47.5009,-122.248,0,1,26,6,2014,summer,Not Buy,0.0,0.0
102,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,0,1950,0,98168,47.4965,-122.303,0,1,2,1,2015,winter,Buy,188980.00000000003,17180.00000000003
103,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,0,1925,0,98144,47.587,-122.294,0,1,20,5,2015,spring,Not Buy,0.0,0.0
104,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,840,1964,0,98177,47.7728,-122.386,1,0,1,1,2015,winter,Not Buy,0.0,0.0
105,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,0,1987,0,98034,47.7288,-122.226,0,0,47,11,2014,fall,Buy,430650.00000000006,39150.00000000006
106,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0,3,6,0,1953,0,98117,47.6999,-122.364,0,1,15,4,2015,spring,Buy,513500.0,118500.0
107,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,380,1924,0,98118,47.5299,-122.266,1,1,45,11,2014,fall,Not Buy,0.0,0.0
108,3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,0,1990,0,98052,47.6897,-122.098,0,0,25,6,2014,summer,Not Buy,0.0,0.0
109,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,480,1967,0,98178,47.5091,-122.244,1,0,29,7,2014,summer,Not Buy,0.0,0.0
110,8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,800,1978,0,98023,47.3129,-122.39,1,0,29,7,2014,summer,Buy,286000.0,26000.0
111,2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,600,1926,0,98103,47.6763,-122.352,1,1,24,6,2014,summer,Not Buy,0.0,0.0
112,7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,0,2004,0,98065,47.5319,-121.85,0,0,15,4,2015,spring,Buy,559000.0,129000.0
113,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,0,1986,0,98092,47.2761,-122.152,0,0,2,1,2015,winter,Not Buy,0.0,0.0
114,9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,570,1986,0,98027,47.5343,-122.054,1,0,18,4,2015,spring,Not Buy,0.0,0.0
115,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,620,2014,0,98029,47.5517,-121.998,1,0,20,5,2014,spring,Buy,589219.8,135973.80000000005
116,2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,0,2005,0,98107,47.6734,-122.38,0,0,5,1,2015,winter,Not Buy,0.0,0.0
117,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,0,1956,0,98003,47.3257,-122.296,0,0,33,8,2014,summer,Not Buy,0.0,0.0
118,3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1968,0,98003,47.3309,-122.299,1,0,32,8,2014,summer,Buy,286000.0,66000.0
119,4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1250,1968,0,98028,47.7689,-122.266,1,0,22,5,2014,spring,Not Buy,0.0,0.0
120,3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,0,1981,0,98125,47.7135,-122.287,0,0,28,7,2014,summer,Buy,420750.00000000006,38250.00000000006
121,2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,0,2014,0,98107,47.6722,-122.381,0,0,19,5,2014,spring,Buy,571945.0,51995.0
122,4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,0,1925,0,98119,47.6338,-122.358,0,1,26,6,2014,summer,Buy,731500.0000000001,66500.00000000012
123,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1270,1968,0,98006,47.5707,-122.128,1,0,28,7,2014,summer,Not Buy,0.0,0.0
124,1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,600,1962,0,98058,47.4563,-122.171,1,0,19,5,2015,spring,Not Buy,0.0,0.0
125,6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,120,1923,0,98133,47.7144,-122.351,1,1,16,4,2015,spring,Not Buy,0.0,0.0
126,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,650,1961,0,98006,47.5495,-122.174,1,0,9,2,2015,winter,Not Buy,0.0,0.0
127,809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,180,1905,0,98109,47.6354,-122.353,1,1,26,6,2014,summer,Not Buy,0.0,0.0
128,8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1960,0,98032,47.3887,-122.286,1,0,44,10,2014,fall,Not Buy,0.0,0.0
129,1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,450,1947,0,98103,47.6873,-122.336,1,1,45,11,2014,fall,Buy,562100.0,51100.0
130,3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,0,1990,0,98103,47.6838,-122.353,0,0,34,8,2014,summer,Buy,585387.0,53217.0
131,1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,0,1947,0,98107,47.655,-122.359,0,1,15,4,2015,spring,Not Buy,0.0,0.0
132,537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,0,1954,0,98003,47.3255,-122.304,0,1,14,3,2015,spring,Not Buy,0.0,0.0
133,8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,0,1967,0,98058,47.4479,-122.176,0,0,31,7,2014,summer,Not Buy,0.0,0.0
134,8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1020,1967,0,98023,47.3135,-122.369,1,0,32,8,2014,summer,Not Buy,0.0,0.0
135,8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,0,1916,2013,98022,47.2086,-121.996,0,1,46,11,2014,fall,Buy,271700.0,24700.0
136,1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,0,1968,0,98059,47.4715,-122.118,0,0,40,10,2014,fall,Not Buy,0.0,0.0
137,84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1962,0,98146,47.4877,-122.335,1,0,19,5,2014,spring,Buy,280500.0,25500.0
138,3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,0,1962,0,98034,47.7171,-122.193,0,0,11,3,2015,spring,Buy,481800.00000000006,43800.00000000006
139,7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,0,2000,0,98075,47.6012,-122.023,0,0,10,3,2015,spring,Not Buy,0.0,0.0
140,3574800520,2014-06-20,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,750,1979,0,98034,47.7319,-122.224,1,0,25,6,2014,summer,Not Buy,0.0,0.0
141,2558660270,2014-12-08,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,400,1976,0,98034,47.7209,-122.168,1,0,50,12,2014,winter,Buy,407000.00000000006,37000.00000000006
142,2009000370,2015-02-19,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,640,1949,0,98198,47.408,-122.327,1,1,8,2,2015,winter,Not Buy,0.0,0.0
143,1836980160,2015-03-24,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,0,1999,0,98006,47.565,-122.125,0,0,13,3,2015,spring,Not Buy,0.0,0.0
144,3261020370,2014-06-05,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1070,1979,0,98034,47.7028,-122.231,1,0,23,6,2014,summer,Not Buy,0.0,0.0
145,1755700060,2014-06-11,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,0,1964,0,98133,47.7458,-122.331,0,0,24,6,2014,summer,Not Buy,0.0,0.0
146,9542800700,2015-01-02,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,490,1978,0,98023,47.3026,-122.374,1,0,1,1,2015,winter,Not Buy,0.0,0.0
147,1999700045,2014-05-02,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,0,1955,0,98133,47.7658,-122.339,0,0,18,5,2014,spring,Buy,344300.0,31300.0
148,1687900520,2014-09-29,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,0,1980,0,98006,47.5619,-122.125,0,0,40,9,2014,fall,Not Buy,0.0,0.0
149,7234600798,2015-02-10,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,300,2008,0,98122,47.6106,-122.31,1,0,7,2,2015,winter,Buy,552500.0,127500.0
150,3881900445,2014-07-09,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,650,1986,0,98144,47.5868,-122.308,1,0,28,7,2014,summer,Buy,439945.00000000006,39995.00000000006
